,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
170,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
171,1,FALSE,abstemious,no preference,friends,public,single,independent,21,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
172,2,FALSE,abstemious,no preference,friends,public,single,independent,21,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
173,0,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
174,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
175,5,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
176,5,FALSE,abstemious,no preference,friends,public,single,independent,21,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
177,6,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
178,5,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
179,5,FALSE,social drinker,informal,family,public,single,independent,20,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
180,5,FALSE,abstemious,no preference,friends,public,single,independent,21,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
181,0,FALSE,abstemious,no preference,friends,public,single,independent,21,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
182,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
183,0,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
184,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
185,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
186,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
187,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
188,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
189,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
190,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
191,6,FALSE,social drinker,informal,family,public,single,independent,81,none,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
192,3,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
193,0,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
194,3,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
195,4,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
196,3,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
197,6,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
198,4,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
199,5,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
200,4,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
201,6,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
202,4,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
203,4,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
204,3,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
205,6,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
206,6,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
207,3,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
208,0,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
209,0,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
210,6,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
211,0,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
212,3,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
213,0,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
214,6,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
215,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
216,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
217,2,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
218,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
219,5,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
220,6,TRUE,social drinker,informal,family,car owner,married,dependent,42,variety,thrifty-protector,Catholic,professional,medium,Wine-Beer,none,informal,completely,low,familiar,closed,variety
221,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
222,6,TRUE,social drinker,informal,family,car owner,married,dependent,42,variety,thrifty-protector,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
223,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
224,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
225,2,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
226,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
227,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
228,2,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
229,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
230,3,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
231,1,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
232,0,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
233,4,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
234,2,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
235,3,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
236,6,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
